job_id,fraudulent,salary_min,salary_max
1205,1,60000.0,90000.0
1236,0,55000.0,65000.0
1241,0,50.0,53.0
1252,0,90000.0,110000.0
1287,0,30000.0,50000.0
1293,0,50000.0,55000.0
1303,0,30000.0,40000.0
1341,0,35000.0,65000.0
1383,0,40000.0,50000.0
1385,0,26000.0,30000.0
1387,0,45000.0,67000.0
1390,0,40000.0,80000.0
1394,0,75000.0,125000.0
1396,0,24000.0,26000.0
1411,0,85.0,140.0
1421,1,75000.0,80000.0
1437,0,0.0,90000.0
1463,0,25000.0,50000.0
1470,0,70000.0,120000.0
1471,0,65000.0,80000.0
1493,0,70000.0,85000.0
1498,0,130000.0,160000.0
1503,0,30000.0,50000.0
1507,0,30000.0,40000.0
1508,0,21120.0,30000.0
1515,0,48000.0,57600.0
1520,0,65000.0,75000.0
1522,0,80000.0,100000.0
1545,0,40000.0,50000.0
1547,0,0.0,0.0
1557,0,84000.0,102000.0
1573,0,30000.0,70000.0
1578,0,24000.0,32000.0
1594,0,28000.0,42000.0
1600,0,0.0,1000.0
1650,0,80000.0,90000.0
1653,0,50000.0,60000.0
1663,1,13.0,20.0
1670,0,1000.0,2000.0
1677,0,35000.0,65000.0
1678,0,45000.0,65000.0
1682,0,35000.0,120000.0
1685,0,35000.0,65000.0
1707,0,25000.0,35000.0
1708,0,30000.0,50000.0
1717,0,50000.0,120000.0
1724,0,40000.0,50000.0
1738,0,75000.0,150000.0
1740,0,0.0,30000.0
1742,0,15000.0,17000.0
1785,0,40000.0,50000.0
1804,0,80000.0,110000.0
1819,0,80000.0,120000.0
1837,0,115000.0,125000.0
1839,0,90000.0,120000.0
1841,0,70000.0,80000.0
1842,0,60000.0,80000.0
1844,1,21.0,63000.0
1876,0,35000.0,50000.0
1888,0,75000.0,85000.0
1923,1,20000.0,38000.0
1938,0,15000.0,30000.0
1957,0,23000.0,28000.0
1972,0,75000.0,125000.0
1975,0,52000.0,57000.0
2025,0,1600.0,1600.0
2084,0,25000.0,30000.0
2098,0,80000.0,120000.0
2105,0,45000.0,67000.0
2122,0,60000.0,80000.0
2136,0,60000.0,90000.0
2156,0,20000.0,23000.0
2162,0,100.0,200.0
2180,0,80000.0,110000.0
2181,0,40000.0,50000.0
2195,0,1100.0,1200.0
2198,0,55000.0,65000.0
2226,0,45000.0,45000.0
2234,0,33000.0,34000.0
2236,0,33000.0,34000.0
2240,0,18000.0,44000.0
2248,0,80000.0,110000.0
2264,0,70000.0,125000.0
2270,0,40000.0,50000.0
2274,1,30000.0,50000.0
2285,0,1050.0,1100.0
2289,0,40000.0,50000.0
2295,0,50000.0,70000.0
2308,0,0.0,0.0
2331,0,80000.0,110000.0
2334,0,1000.0,1000.0
2336,0,30000.0,50000.0
2349,0,30000.0,45000.0
2370,0,60000.0,80000.0
2380,1,1000.0,1000.0
2433,0,40000.0,50000.0
2445,1,55.0,65.0
2461,0,30000.0,37000.0
2472,0,23000.0,96000.0
2479,0,50.0,70.0
2484,1,1000.0,5000.0
2491,0,40000.0,50000.0
2541,0,65000.0,85000.0
2549,0,80000.0,100000.0
2553,0,100000.0,150000.0
2588,0,75000.0,100000.0
2600,0,80000.0,100000.0
2604,0,80000.0,100000.0
2622,0,24900.0,31200.0
2637,0,80000.0,120000.0
2653,1,30000.0,40000.0
2654,0,40000.0,50000.0
2658,0,75000.0,85000.0
2667,0,27000.0,28000.0
2682,0,35000.0,45000.0
2690,0,45000.0,50000.0
2702,0,40000.0,50000.0
2707,0,10716.0,16074.0
2718,0,50000.0,65000.0
2721,0,35000.0,50000.0
2735,0,0.0,9360000.0
2740,1,36000.0,50000.0
2751,1,20000.0,30000.0
2760,0,45000.0,85000.0
2761,0,40000.0,50000.0
2770,0,50000.0,70000.0
2776,0,35000.0,45000.0
2780,0,35000.0,65000.0
2789,0,21120.0,30000.0
2796,0,37400.0,37400.0
2810,0,115000.0,125000.0
2815,0,49000.0,58000.0
2816,0,80000.0,80000.0
2842,0,100000.0,200000.0
2858,0,140000.0,150000.0
2876,0,140000.0,150000.0
2883,0,40000.0,50000.0
2893,1,80000.0,200000.0
2898,1,25000.0,35000.0
2918,0,0.0,30000.0
2931,1,20.0,3075.0
2943,0,40000.0,120000.0
2972,0,0.0,0.0
2978,1,60000.0,80000.0
2982,0,80000.0,100000.0
2991,0,70000.0,85000.0
3032,0,25000.0,100000.0
3038,0,120000.0,160000.0
3057,0,60000.0,120000.0
3075,0,50000.0,55000.0
3112,0,90000.0,100000.0
3113,0,36000.0,42000.0
3136,0,40000.0,140000.0
3137,0,60000.0,75000.0
3172,0,0.0,45000.0
3185,0,40000.0,100000.0
3198,0,40000.0,60000.0
3203,0,45.0,75.0
3204,0,80000.0,100000.0
3239,0,75000.0,100000.0
3266,0,35000.0,100000.0
3278,0,77000.0,97000.0
3287,0,50000.0,65000.0
3302,0,0.0,0.0
3311,1,30000.0,50000.0
3334,0,75000.0,120000.0
3338,0,80000.0,130000.0
3346,1,13.0,20.0
3378,0,80000.0,100000.0
3379,0,140000.0,160000.0
3386,0,90.0,120.0
3391,0,19800.0,20800.0
3398,0,60000.0,90000.0
3401,0,60000.0,90000.0
3417,0,30000.0,50000.0
3426,0,24000.0,32000.0
3439,1,80000.0,85000.0
3457,0,60000.0,100000.0
3509,0,70000.0,150000.0
3523,0,35000.0,40000.0
3525,0,70000.0,85000.0
3532,0,40000.0,60000.0
3560,0,18720.0,21840.0
3562,0,0.0,0.0
3565,0,0.0,0.0
3569,0,30000.0,35000.0
3573,0,29000.0,33000.0
3578,0,130000.0,150000.0
3600,0,40000.0,100000.0
3607,0,67000.0,70000.0
3610,1,30000.0,50000.0
3624,0,45000.0,67000.0
3626,0,45000.0,67000.0
3627,0,45000.0,67000.0
3637,0,40000.0,60000.0
3643,0,0.0,0.0
3647,0,19000.0,36000.0
3654,0,36000.0,42000.0
3661,0,25000.0,30000.0
3662,0,30000.0,40000.0
3712,1,55.0,65.0
3713,0,35000.0,65000.0
3731,0,35000.0,55000.0
3735,0,65000.0,70000.0
3737,0,40000.0,60000.0
3752,0,35000.0,45000.0
3756,0,32000.0,34000.0
3774,0,45000.0,55000.0
3785,0,40000.0,50000.0
3808,1,1000.0,6000.0
3875,0,45000.0,50000.0
3878,0,30160.0,30160.0
3879,0,55000.0,75000.0
3898,0,110000.0,125000.0
3900,0,60000.0,80000.0
3905,0,80000.0,110000.0
3942,1,30000.0,50000.0
3980,0,65000.0,75000.0
3991,0,60000.0,100000.0
3998,0,41000.0,45000.0
4002,0,1000.0,1000.0
4005,1,12000.0,17000.0
4010,0,30000.0,35000.0
4017,0,60000.0,75000.0
4024,0,60.0,70.0
4033,0,50000.0,60000.0
4041,0,60000.0,90000.0
4044,0,13.0,15.0
4053,1,21.0,63000.0
4055,0,30000.0,35000.0
4061,0,30000.0,45000.0
4105,0,70000.0,80000.0
4128,0,30000.0,50000.0
4184,1,35000.0,40000.0
4213,0,45000.0,50000.0
4224,0,80000.0,140000.0
4245,0,55000.0,70000.0
4267,1,30000.0,40000.0
4300,0,8.0,8.0
4319,0,55000.0,75000.0
4336,0,40000.0,55000.0
4352,0,40000.0,50000.0
4364,0,45000.0,67000.0
4403,1,30000.0,60000.0
4412,0,55000.0,75000.0
4423,0,70000.0,80000.0
4463,0,55000.0,100000.0
4492,0,90000.0,120000.0
4509,0,30000.0,40000.0
4519,0,40000.0,50000.0
4523,0,55.0,65.0
4536,0,200000.0,500000.0
4537,1,30000.0,50000.0
4566,1,21.0,63000.0
4570,0,200.0,230.0
4575,0,3000.0,100000.0
4579,1,28000.0,35000.0
4595,1,23000.0,28000.0
4600,1,45000.0,65000.0
4601,0,0.0,92000.0
4606,1,30000.0,45000.0
4608,1,30000.0,45000.0
4613,0,60000.0,80000.0
4664,0,30000.0,40000.0
4669,1,50000.0,65000.0
4694,0,40000.0,50000.0
4700,0,30.0,50.0
4719,0,30000.0,36000.0
4727,0,90000.0,125000.0
4744,1,28000.0,32000.0
4745,0,32000.0,40000.0
4750,1,30000.0,45000.0
4752,0,55000.0,65000.0
4768,0,55000.0,75000.0
4796,0,36000.0,42000.0
4813,0,110.0,140.0
4828,0,50000.0,65000.0
4830,0,130000.0,160000.0
4860,0,95000.0,150000.0
4876,0,70.0,120.0
4884,0,32000.0,36000.0
4911,1,1000.0,3000.0
4941,0,70000.0,130000.0
4946,0,100000.0,160000.0
4964,0,70000.0,120000.0
4968,1,30000.0,100000.0
5004,0,130000.0,145000.0
5015,0,60000.0,80000.0
5018,0,35.0,45.0
5026,1,1000.0,2000.0
5044,0,45000.0,67000.0
5055,0,41600.0,62400.0
5059,1,1000.0,2000.0
5064,0,40000.0,50000.0
5116,1,2000.0,2000.0
5124,0,95000.0,110000.0
5199,0,120000.0,130000.0
5202,0,100000.0,120000.0
5221,0,42000.0,80000.0
5243,0,40000.0,55000.0
5246,0,60000.0,120000.0
5247,0,60000.0,120000.0
5248,0,30000.0,60000.0
5249,0,35000.0,50000.0
5254,0,40000.0,120000.0
5255,1,34000.0,50000.0
5268,0,60000.0,90000.0
5279,0,22000.0,60000.0
5292,0,24000.0,28000.0
5312,0,90000.0,110000.0
5318,0,0.0,100000.0
5336,0,0.0,100000.0
5347,0,28000.0,32000.0
5357,0,50000.0,70000.0
5358,0,60.0,150.0
5364,0,15000.0,75000.0
5414,1,0.0,2000.0
5438,0,0.0,0.0
5478,0,50000.0,75000.0
5485,0,65000.0,80000.0
5501,0,40000.0,45000.0
5522,0,35000.0,40000.0
5539,0,40000.0,40000.0
5541,0,50000.0,60000.0
5563,1,25000.0,40000.0
5598,0,29120.0,37440.0
5618,0,35.0,100.0
5635,0,50000.0,72000.0
5647,0,100000.0,120000.0
5684,0,60000.0,100000.0
5688,1,7200.0,1380000.0
5689,1,1000.0,2000.0
5692,1,7200.0,1380000.0
5705,0,65000.0,70000.0
5708,0,0.0,0.0
5711,0,0.0,0.0
5735,0,0.0,20000.0
5744,0,20800.0,22880.0
5798,0,0.0,0.0
5800,0,100000.0,120000.0
5805,1,35000.0,50000.0
5809,1,35000.0,45000.0
5822,0,0.0,0.0
5839,1,70000.0,80000.0
5841,0,50000.0,55000.0
5849,0,100000.0,120000.0
5867,0,34000.0,38000.0
5873,0,45000.0,55000.0
5887,0,32.0,35.0
5896,0,20000.0,30000.0
5964,0,80000.0,90000.0
5986,0,28000.0,42000.0
5992,0,60000.0,100000.0
6000,0,50000.0,55000.0
6018,0,20800.0,22800.0
6042,0,75000.0,100000.0
6044,0,0.0,0.0
6057,1,250000.0,500000.0
6071,0,27000.0,32000.0
6094,0,70000.0,80000.0
6109,0,110.0,120.0
6110,0,35000.0,45000.0
6112,0,0.0,0.0
6115,0,115000.0,125000.0
6120,0,60000.0,75000.0
6126,0,50000.0,70000.0
6132,0,27000.0,32000.0
6152,0,55000.0,75000.0
6165,0,50000.0,55000.0
6193,0,80.0,100.0
6194,0,50000.0,70000.0
6227,0,33000.0,36000.0
6241,0,30000.0,35000.0
6249,0,0.0,65000.0
6251,0,60000.0,70000.0
6279,0,0.0,43500.0
6293,0,70000.0,125000.0
6295,0,25.0,1000.0
6314,0,50000.0,60000.0
6334,1,21600.0,31200.0
6364,1,35.0,45.0
6375,1,45.0,48.0
6386,0,70.0,100.0
6407,0,26000.0,52000.0
6414,0,900.0,900.0
6451,0,60000.0,75000.0
6452,0,80000.0,95000.0
6470,0,80000.0,110000.0
6500,0,100.0,150.0
6501,1,40000.0,65000.0
6502,0,50000.0,60000.0
6506,1,28000.0,32000.0
6517,0,100.0,120.0
6519,1,23000.0,26000.0
6522,1,23000.0,28000.0
6528,1,26000.0,30000.0
6529,1,30000.0,40000.0
6547,1,45000.0,70000.0
6551,1,26000.0,32000.0
6552,0,40000.0,50000.0
6565,1,28000.0,32000.0
6566,1,23000.0,28000.0
6567,1,28000.0,32000.0
6569,1,32000.0,40000.0
6586,0,90000.0,125000.0
6593,0,50000.0,60000.0
6604,0,0.0,0.0
6610,0,50000.0,60000.0
6614,0,40000.0,50000.0
6618,0,32000.0,52000.0
6620,0,130000.0,180000.0
6646,0,0.0,0.0
6659,0,40000.0,50000.0
6691,1,65000.0,85000.0
6722,0,70000.0,110000.0
6726,0,60000.0,120000.0
6728,0,60000.0,120000.0
6733,0,20000.0,27000.0
6742,0,25000.0,35000.0
6758,0,65000.0,72000.0
6790,0,25000.0,35000.0
6800,1,21600.0,31200.0
6822,0,40000.0,50000.0
6827,0,50000.0,65000.0
6832,0,55000.0,85000.0
6836,0,110000.0,120000.0
6847,1,7200.0,1380000.0
6852,1,7200.0,1380000.0
6855,1,7200.0,1380000.0
6868,0,60000.0,80000.0
6898,0,30000.0,40000.0
6900,0,70000.0,85000.0
6905,0,70000.0,90000.0
6911,0,60000.0,65000.0
6912,0,35000.0,45000.0
6915,0,70000.0,80000.0
6916,0,0.0,0.0
6930,0,100000.0,150000.0
6957,0,37500.0,42500.0
6958,0,70000.0,100000.0
6971,0,100000.0,130000.0
6991,0,29000.0,32000.0
6997,0,50000.0,72000.0
7009,0,0.0,150000.0
7019,0,80000.0,90000.0
7050,0,140000.0,150000.0
7074,0,140000.0,150000.0
7075,0,150000.0,160000.0
7080,0,140000.0,150000.0
7081,0,140000.0,150000.0
7082,0,140000.0,150000.0
7084,0,140000.0,150000.0
7086,0,140000.0,150000.0
7089,0,140000.0,160000.0
7090,0,140000.0,150000.0
7092,0,140000.0,150000.0
7095,0,40000.0,50000.0
7106,0,60000.0,75000.0
7127,0,0.0,0.0
7132,1,60000.0,90000.0
7137,0,40000.0,50000.0
7149,1,35000.0,45000.0
7174,0,0.0,95000.0
7178,1,40000.0,65000.0
7183,0,70000.0,90000.0
7184,1,30000.0,38000.0
7189,0,36000.0,42000.0
7209,0,65000.0,115000.0
7236,0,65000.0,85000.0
7260,0,80000.0,95000.0
7278,0,50.0,90.0
7355,0,0.0,0.0
7358,0,75000.0,90000.0
7374,0,135.0,165.0
7376,0,75000.0,100000.0
7391,0,92000.0,141000.0
7396,0,35.0,60.0
7398,0,1000.0,26000.0
7428,0,46000.0,55000.0
7433,0,32000.0,45000.0
7461,0,85000.0,110000.0
7494,0,30000.0,40000.0
7505,0,55000.0,70000.0
7518,0,135.0,165.0
7527,0,140000.0,150000.0
7540,0,55000.0,70000.0
7553,0,40000.0,50000.0
7562,0,140000.0,150000.0
7570,0,140000.0,150000.0
7571,1,30000.0,34000.0
7581,0,196000.0,230000.0
7592,0,40000.0,50000.0
7595,0,50000.0,60000.0
7610,0,42000.0,58000.0
7627,0,140000.0,150000.0
7634,0,140000.0,150000.0
7639,0,45000.0,67000.0
7647,0,40000.0,60000.0
7652,0,150000.0,16500000.0
7683,0,50000.0,70000.0
7687,0,35000.0,65000.0
7703,0,60000.0,73000.0
7710,0,50000.0,65000.0
7714,0,60000.0,70000.0
7724,0,0.0,50000.0
7770,0,25000.0,40000.0
7807,0,500000.0,800000.0
7816,0,30000.0,60000.0
7819,1,17.0,20.0
7826,0,30000.0,40000.0
7832,0,100000.0,150000.0
7844,0,32000.0,46000.0
7865,0,130000.0,150000.0
7872,0,100000.0,150000.0
7882,0,55000.0,75000.0
7883,0,90000.0,100000.0
7891,0,25000.0,30000.0
7892,0,40000.0,80000.0
7901,0,45000.0,65000.0
7904,0,0.0,0.0
7934,0,20000.0,30000.0
7945,1,30000.0,40000.0
7966,0,33000.0,36000.0
7993,0,80000.0,100000.0
8001,0,28000.0,32000.0
8005,0,45000.0,67000.0
8011,0,40000.0,60000.0
8020,0,15000.0,30000.0
8027,0,100000.0,130000.0
8029,0,85000.0,120000.0
8042,0,40.0,50.0
8050,0,35000.0,95000.0
8058,1,35000.0,75000.0
8068,0,28000.0,40000.0
8072,0,120000.0,140000.0
8074,0,55000.0,75000.0
8081,0,30000.0,48000.0
8091,0,100000.0,117000.0
8104,0,45000.0,95000.0
8109,0,55.0,105.0
8124,0,70000.0,80000.0
8146,0,33000.0,100000.0
8163,0,13.0,15.0
8164,0,125.0,175.0
8172,0,60000.0,90000.0
8173,0,0.0,0.0
8188,0,41000.0,45000.0
8199,0,175.0,225.0
8200,0,60000.0,80000.0
8201,0,55000.0,75000.0
8202,0,125.0,175.0
8224,0,0.0,0.0
8237,0,80000.0,100000.0
8241,0,100000.0,117000.0
8267,0,40000.0,45000.0
8280,0,80000.0,100000.0
8291,0,45000.0,65000.0
8302,0,55000.0,75000.0
8321,0,120.0,160.0
8322,0,0.0,0.0
8331,0,40000.0,60000.0
8344,0,10000.0,100000.0
8346,0,900.0,900.0
8351,0,65000.0,70000.0
8352,0,40000.0,100000.0
8376,0,70000.0,125000.0
8411,0,55000.0,75000.0
8412,0,65000.0,100000.0
8418,0,55000.0,75000.0
8420,0,100000.0,150000.0
8444,0,60000.0,80000.0
8447,0,0.0,0.0
8453,0,100000.0,110000.0
8456,0,80000.0,89000.0
8458,0,75000.0,100000.0
8477,0,14.0,15.0
8489,1,65000.0,80000.0
8501,0,55000.0,75000.0
8507,0,18720.0,19760.0
8512,0,45000.0,67000.0
8531,0,40000.0,100000.0
8538,0,95000.0,110000.0
8543,0,60000.0,75000.0
8546,0,0.0,0.0
8583,0,35000.0,36000.0
8589,0,0.0,0.0
8612,0,40000.0,55000.0
8613,0,60000.0,75000.0
8624,0,190000.0,220000.0
8645,0,40000.0,60000.0
8655,1,40000.0,45000.0
8672,0,35000.0,70000.0
8677,0,100000.0,130000.0
8679,0,30000.0,40000.0
8681,1,37000.0,40000.0
8686,0,45000.0,67000.0
8688,0,45000.0,67000.0
8689,0,45000.0,67000.0
8690,1,37000.0,40000.0
8691,1,35000.0,40000.0
8697,0,0.0,0.0
8708,0,120000.0,140000.0
8723,1,140000.0,160000.0
8731,0,65000.0,110000.0
8751,0,90000.0,100000.0
8779,0,42000.0,62000.0
8797,0,35000.0,45000.0
8812,0,40000.0,50000.0
8830,0,34000.0,38000.0
8833,1,40000.0,50000.0
8837,1,23000.0,28000.0
8839,1,26000.0,32000.0
8854,0,30000.0,50000.0
8865,0,110000.0,130000.0
8870,0,0.0,130000.0
8872,0,1000.0,1000.0
8886,0,20000.0,50000.0
8888,0,25000.0,35000.0
8915,0,70000.0,90000.0
8926,0,55000.0,75000.0
8943,0,100000.0,150000.0
8945,0,45000.0,67000.0
8965,0,99000.0,99999.0
8986,0,0.0,180000.0
8990,0,120000.0,140000.0
8994,0,80.0,100.0
8998,0,95000.0,110000.0
9007,0,0.0,120000.0
9010,0,60000.0,75000.0
9012,0,50000.0,70000.0
9026,0,55000.0,68000.0
9039,0,90000.0,120000.0
9050,0,40000.0,70000.0
9061,0,40000.0,60000.0
9066,0,36000.0,42000.0
9088,0,40000.0,50000.0
9123,0,30000.0,50000.0
9133,0,30000.0,35000.0
9172,0,40000.0,54000.0
9174,0,10000.0,120000.0
9179,0,100000.0,125000.0
9192,0,85.0,95.0
9215,0,60000.0,75000.0
9226,0,100000.0,150000.0
9256,0,220000.0,225000.0
9264,1,95000.0,115000.0
9265,0,55000.0,70000.0
9266,0,0.0,0.0
9267,0,45000.0,58000.0
9272,0,40000.0,70000.0
9273,0,0.0,110406.0
9288,0,35000.0,55000.0
9291,0,80000.0,120000.0
9336,0,35000.0,55000.0
9385,0,40000.0,80000.0
9386,0,45000.0,55000.0
9420,0,70000.0,80000.0
9421,0,40000.0,50000.0
9437,0,55000.0,60000.0
9442,0,40000.0,45000.0
9482,0,40000.0,60000.0
9517,0,125000.0,135000.0
9544,0,40000.0,46000.0
9545,0,30.0,50.0
9566,0,40000.0,50000.0
9576,0,45000.0,50000.0
9580,0,40000.0,100000.0
9592,0,35000.0,75000.0
9602,0,80000.0,105000.0
9607,0,90.0,110.0
9616,0,0.0,0.0
9618,0,34000.0,38000.0
9635,0,25000.0,30000.0
9636,0,70000.0,85000.0
9640,0,50000.0,80000.0
9648,0,850.0,1000.0
9650,0,33000.0,63000.0
9660,0,99000.0,99999.0
9664,0,9000.0,10000.0
9668,0,40.0,100.0
9697,0,33000.0,34000.0
9709,0,25000.0,30000.0
9713,0,33000.0,34000.0
9722,0,30000.0,50000.0
9723,0,26000.0,28000.0
9762,0,100000.0,150000.0
9770,0,30000.0,40000.0
9776,0,33000.0,34000.0
9781,0,30000.0,40000.0
9782,0,200000.0,250000.0
9799,0,40000.0,45000.0
9824,1,80000.0,120000.0
9828,0,65000.0,85000.0
9832,1,55000.0,68000.0
9836,0,50000.0,50000.0
9862,0,150000.0,200000.0
9865,0,0.0,0.0
9879,1,95000.0,115000.0
9903,0,10.0,10.0
9912,0,20.0,20.0
9918,0,45000.0,67000.0
9935,0,30000.0,45000.0
9946,0,29000.0,32000.0
9983,0,25000.0,30000.0
9984,0,140000.0,200000.0
9987,0,65000.0,85000.0
9998,0,25000.0,45000.0
10006,0,45000.0,67000.0
10007,0,100000.0,115000.0
10009,0,45000.0,67000.0
10019,0,70000.0,120000.0
10022,0,100000.0,200000.0
10026,0,55000.0,65000.0
10071,0,41000.0,45000.0
10078,0,105000.0,125000.0
10193,0,25000.0,30000.0
10255,0,20000.0,35000.0
10280,0,0.0,0.0
10289,0,50000.0,80000.0
10297,0,45000.0,55000.0
10325,0,30000.0,40000.0
10328,0,50000.0,80000.0
10387,0,65000.0,85000.0
10416,0,120000.0,135000.0
10421,0,28000.0,30000.0
10432,0,38000.0,45000.0
10444,0,18500.0,27000.0
10457,0,0.0,0.0
10482,0,30000.0,65000.0
10486,0,80000.0,120000.0
10490,0,35000.0,40000.0
10496,0,30000.0,50000.0
10506,0,100.0,150.0
10511,0,90000.0,150000.0
10527,0,30000.0,50000.0
10531,0,70000.0,85000.0
10551,0,40000.0,50000.0
10564,0,65000.0,120000.0
10571,0,0.0,0.0
10578,0,30000.0,45000.0
10590,0,40000.0,50000.0
10594,0,80000.0,100000.0
10607,0,115000.0,125000.0
10619,0,70000.0,160000.0
10624,0,40000.0,70000.0
10625,0,75000.0,85000.0
10636,0,32000.0,37440.0
10640,0,40000.0,70000.0
10641,0,75000.0,85000.0
10666,0,42000.0,80000.0
10669,0,40000.0,65000.0
10675,0,60000.0,70000.0
10677,0,42000.0,80000.0
10681,0,42000.0,80000.0
10682,0,42000.0,80000.0
10718,0,0.0,0.0
10722,0,0.0,0.0
10731,0,35000.0,50000.0
10733,0,35000.0,65000.0
10741,0,45000.0,67000.0
10743,0,42000.0,46000.0
10786,0,10.0,10.0
10788,0,0.0,0.0
10789,0,11.0,11.0
10791,0,50000.0,60000.0
10809,0,60000.0,80000.0
10821,0,1150.0,1150.0
10847,0,25000.0,25000.0
10850,1,120000.0,130000.0
10861,0,10.0,10.0
10871,0,20000.0,20000.0
10873,0,80000.0,100000.0
10884,0,10.0,10.0
10886,0,0.0,0.0
10887,0,70000.0,100000.0
10888,0,0.0,0.0
10890,0,10.0,10.0
10891,0,956.0,956.0
10897,0,10.0,10.0
10898,0,40000.0,47000.0
10903,0,0.0,0.0
10906,0,10.0,10.0
10907,0,42000.0,42000.0
10912,0,0.0,0.0
10919,0,0.0,0.0
10928,0,90000.0,95000.0
10941,0,130000.0,160000.0
10968,0,120000.0,150000.0
10998,0,0.0,100000.0
11057,0,40000.0,60000.0
11063,0,25000.0,30000.0
11067,0,30000.0,30000.0
11069,0,0.0,0.0
11080,0,55000.0,75000.0
11081,0,65000.0,80000.0
11135,0,120000.0,125000.0
11158,0,90000.0,130000.0
11178,0,80000.0,130000.0
11181,0,30000.0,45000.0
11182,0,40000.0,70000.0
11210,0,125000.0,150000.0
11230,0,0.0,0.0
11240,0,21000.0,35000.0
11250,0,50000.0,80000.0
11256,0,0.0,0.0
11257,0,55000.0,65000.0
11259,0,50000.0,50000.0
11269,0,100000.0,130000.0
11272,0,50000.0,50000.0
11286,0,30000.0,40000.0
11287,0,50000.0,70000.0
11291,0,45000.0,67000.0
11297,0,45000.0,67000.0
11318,0,25000.0,30000.0
11331,0,20000.0,25000.0
11347,0,45000.0,67000.0
11360,0,45000.0,67000.0
11362,0,11.0,11.0
11369,0,0.0,90000.0
11380,0,0.0,0.0
11381,0,150.0,175.0
11385,0,90000.0,100000.0
11436,0,28000.0,32000.0
11452,0,0.0,0.0
11460,0,35.0,45.0
11479,0,70000.0,80000.0
11502,0,30000.0,45000.0
11513,0,25000.0,40000.0
11534,0,25000.0,32000.0
11538,0,42000.0,60000.0
11558,0,14000.0,17000.0
11559,0,0.0,48000.0
11569,0,175000.0,250000.0
11574,0,80.0,110.0
11575,0,50000.0,60000.0
11576,0,55000.0,75000.0
11577,0,35000.0,65000.0
11582,0,0.0,0.0
11607,0,10.0,10.0
11608,0,45000.0,67000.0
11625,0,45000.0,45000.0
11627,0,25000.0,30000.0
11629,1,21600.0,31200.0
11637,0,30000.0,48000.0
11644,0,40000.0,50000.0
11660,0,150000.0,250000.0
